id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
1207,65 5th Vis,pending,257538,3,1,1147,33.53417425,-112.0417339
1208,591 Euclid St,pending,277914,3,2,3221,33.4781155,-112.2780162
1209,650 Euclid Trl,pending,212646,2,1,3361,33.37032715,-112.0578741
1210,735 Blake Vis,active,140282,4,1,3841,33.39805184,-112.0155768
1211,760 Sutter Dv,active,263422,5,1,1574,33.41023312,-112.2575331
1212,713 Mission Wl,active,116131,2,3,2861,33.50928424,-111.997417
1213,563 Walnut Trl,sold,130159,2,2,1846,33.53924292,-112.0177773
1214,528 Wall Cir,sold,123621,5,3,3053,33.41537109,-112.0000366
1215,403 Post Way,sold,288164,5,3,1433,33.40365518,-111.9473852
1216,528 Euclid Dv,sold,145027,3,1,3997,33.44207696,-112.2102542
1217,795 California Blvd,active,205344,2,1,1630,33.49007506,-112.1074283
1218,784 9th St,pending,230976,4,2,1097,33.43155543,-112.1582807
1219,78 California Way,active,162063,4,3,2196,33.57944219,-112.3022281
1220,587 Post Vis,pending,106849,3,2,1098,33.41845451,-111.9877256
1221,441 6th Ave,sold,167807,3,1,1575,33.45871967,-112.0831518
1222,604 California St,active,267424,3,2,3332,33.44116085,-112.3545218
1223,566 Bush St,active,223207,4,2,1112,33.49284225,-112.1194377
1224,143 Blake Cir,active,151955,4,3,1369,33.44708766,-112.0468424
1225,795 Post Vis,active,222300,3,2,2722,33.55732471,-112.1528857
1226,442 1st Cir,active,110872,2,2,1942,33.43785986,-112.038019
1227,165 Pine St,sold,222797,4,3,1526,33.40369449,-111.9971991
1228,477 Blake Way,active,178125,5,2,3354,33.54259443,-112.1525744
1229,187 1st Vis,sold,213698,4,2,2269,33.39002678,-112.2322807
1230,613 5th Vis,active,103646,2,1,2907,33.39542033,-112.311247
1231,354 Mission Blvd,pending,190717,4,3,3427,33.57961068,-112.0093464
1232,677 2nd Dv,active,264670,3,3,3818,33.43269732,-112.0233252
1233,486 5th Wl,pending,236717,2,1,2769,33.46017743,-112.2369613
1234,324 Sutter Trl,active,233012,3,3,3674,33.41531085,-112.2847452
1235,517 9th Cir,sold,171135,4,1,2712,33.47363145,-112.068378
1236,407 Franklin Wl,active,209463,3,1,2736,33.56634103,-111.8977979
1237,662 Bush Pl,sold,123414,5,3,2067,33.4282323,-112.2112562
1238,30 5th Cir,active,176214,3,3,2271,33.52252469,-112.0425272
1239,27 5th Blvd,sold,208724,3,1,1509,33.43323263,-112.2897802
1240,720 Page Rd,active,292384,5,2,1838,33.37642509,-112.0964026
1241,483 8th Wl,sold,139880,3,3,2695,33.4034589,-112.3243531
1242,570 Bush Blvd,active,191317,5,2,3482,33.51429717,-112.0773284
1243,685 5th Ave,active,196307,2,2,1292,33.48658346,-112.1183982
1244,258 6th St,active,261254,2,3,3533,33.45617597,-112.3599397
1245,474 6th Way,active,262203,4,2,3291,33.38156618,-111.8792421
1246,557 Euclid Pl,pending,109648,4,2,3525,33.51099174,-112.2698623
1247,200 California Rd,pending,209629,4,2,3566,33.48914435,-111.9079879
1248,722 Sutter Ave,pending,158690,5,2,1410,33.55027817,-111.9816356
1249,251 Turk Blvd,pending,291851,2,1,1944,33.53893203,-112.1370393
1250,699 Walnut Cir,sold,107289,2,2,1384,33.44298222,-111.9013376
1251,274 3rd Trl,active,253109,4,1,2159,33.37400541,-111.9097907
1252,197 Geary Ave,pending,228522,3,2,2308,33.58829751,-112.0124409
1253,16 Mission Ave,sold,250820,4,1,1159,33.46605468,-112.174407
1254,690 7th Trl,active,156444,5,1,1052,33.57429104,-112.129619
1255,337 1st Wl,active,259890,5,3,2869,33.52858578,-112.113708
1256,195 6th St,pending,113791,4,3,2975,33.54856314,-112.2034505
1257,12 2nd Rd,pending,106239,3,2,2508,33.36735635,-112.1611323
1258,49 5th Cir,active,118085,4,1,1835,33.48315862,-112.3519118
1259,54 Geary Way,sold,298131,4,1,2776,33.38768903,-112.1655163
1260,67 Turk Way,sold,273284,5,2,1716,33.57674433,-112.0448464
1261,702 4th Rd,pending,153989,2,3,3279,33.43440027,-112.2862584
1262,720 1st Cir,sold,157149,3,1,2417,33.53247558,-112.045725
1263,729 4th Ave,pending,197748,4,2,1947,33.51906058,-112.304004
1264,554 Mission Ave,pending,132583,4,3,3130,33.40239568,-112.0506872
1265,393 1st Pl,sold,147417,2,1,1251,33.42530628,-112.3268122
1266,421 Walnut St,active,162360,5,2,1502,33.50060008,-112.2952527
1267,522 7th Blvd,active,266446,5,1,2656,33.38914573,-111.9669201
1268,697 Walnut Trl,sold,187619,3,1,2398,33.4894178,-112.1196299
1269,796 Pine Pl,sold,187331,2,3,2576,33.4159971,-112.0766659
1270,298 Franklin Way,active,293555,2,1,2322,33.5330632,-112.0086639
1271,769 8th Cir,active,196781,5,3,1861,33.50586741,-112.1683477
1272,255 3rd Blvd,sold,186436,4,3,2141,33.48065185,-112.3551837
1273,659 Bush Dv,pending,271669,2,1,2459,33.54511669,-112.3111245
1274,567 California Vis,sold,198680,2,1,1079,33.45563192,-112.0343176
1275,202 California Vis,pending,240091,5,1,1071,33.48083403,-112.3034803
1276,440 3rd Cir,pending,291148,2,1,1863,33.47320034,-112.0530401
1277,748 7th Rd,sold,295374,4,2,1703,33.55582061,-112.3545548
1278,45 7th Blvd,pending,267444,3,3,3964,33.40326334,-112.2936827
1279,62 Geary St,pending,282732,4,1,1530,33.50035077,-112.1192938
1280,24 California Rd,sold,277625,5,3,2162,33.5356587,-112.0679331
1281,14 Turk Blvd,sold,147947,4,1,3976,33.4726061,-111.934738
1282,570 Turk Ave,pending,109467,4,3,1037,33.48033402,-111.9061201
1283,788 1st Ave,sold,123691,2,2,3896,33.56664096,-112.3175959
1284,705 6th Rd,active,262500,2,2,2188,33.5827582,-112.1841066
1285,67 Walnut Trl,pending,209037,3,2,3756,33.41684335,-112.1348651
1286,120 Wall Pl,active,245568,3,3,1478,33.51699476,-111.9699684
1287,532 Texas Way,active,167645,5,3,3824,33.42090603,-112.1796582
1288,664 6th Pl,sold,124743,5,2,2136,33.55153467,-112.0780702
1289,181 1st Pl,active,126843,2,1,3361,33.38659488,-112.2735167
1290,199 9th Dv,sold,133485,3,2,1320,33.57939776,-112.1205688
1291,638 Indiana Blvd,sold,268142,2,2,3746,33.5858869,-112.196074
1292,303 Mission Way,pending,176380,3,3,3527,33.4383405,-112.1175598
1293,729 Geary Pl,pending,226459,5,2,3159,33.53406052,-112.0050556
1294,147 Geary Cir,active,107058,5,2,3393,33.41567968,-112.3097409
1295,379 Bush St,sold,140688,4,1,1195,33.53948929,-112.3510404
1296,338 8th Rd,sold,173425,3,1,1579,33.40964978,-111.8865838
1297,128 California Cir,active,285951,2,2,1429,33.55303427,-112.0802703
1298,734 Pine Ave,pending,198579,4,3,2016,33.56825949,-112.3340174
1299,576 Texas Wl,sold,197486,2,2,2381,33.45770384,-112.1092556
1300,412 Sutter Cir,active,284325,2,2,3399,33.50195081,-111.9900121
1301,330 Pine Trl,active,147924,2,3,3930,33.47509141,-112.1983118
1302,235 9th Trl,pending,279078,4,1,3607,33.40926095,-111.9326033
1303,764 7th Blvd,sold,168954,4,3,3379,33.55313886,-111.9451663
1304,627 Texas St,pending,200716,2,2,3691,33.44093745,-112.2835164
1305,283 3rd St,pending,216111,5,1,1081,33.4126553,-112.3013752
1306,610 Turk Rd,sold,269752,3,2,1841,33.53458509,-112.1386986
1307,261 Post Rd,sold,132045,2,1,3977,33.58279741,-112.0662383
1308,746 6th Trl,sold,117805,4,3,1791,33.47176723,-111.9733516
1309,360 Mission Rd,active,239030,3,1,2398,33.58897851,-111.9225387
1310,128 8th Trl,active,206687,2,1,2965,33.49999971,-112.1552505
1311,196 Turk St,active,189668,2,3,1855,33.58527113,-112.1871305
1312,710 Walnut Dv,active,192032,2,2,2776,33.38108082,-112.1741267
1313,429 8th Way,active,296937,3,3,2548,33.36166425,-112.3493284
1314,253 Blake Pl,pending,159685,5,3,1530,33.4254539,-112.0551098
1315,485 Walnut Wl,pending,106427,4,3,1694,33.5929235,-112.1250445
1316,294 8th Way,active,143586,2,1,2570,33.3986156,-112.0429435
1317,218 6th Way,pending,204292,5,3,2876,33.43738905,-112.0484582
1318,331 Geary Pl,sold,290449,4,2,3184,33.45524443,-111.9327478
1319,534 Wall Dv,sold,159845,3,3,3991,33.56739421,-112.2937823
1320,426 Pine Trl,sold,260391,3,3,3255,33.43490006,-112.1230386
1321,753 Sutter Dv,pending,257986,3,3,1217,33.37680541,-112.219117
1322,296 8th Ave,active,253402,4,3,1923,33.51311693,-112.2158858
1323,172 2nd Pl,active,179520,2,3,2932,33.49389572,-111.8861371
1324,191 Turk Rd,active,266116,3,2,1151,33.56621187,-112.3317581
1325,345 6th Vis,active,273438,4,3,1939,33.52680449,-112.2205066
1326,175 Texas Cir,active,272024,4,1,2806,33.42516646,-112.2479444
1327,72 Franklin Blvd,sold,229932,5,3,2782,33.45657777,-112.0031453
1328,260 Franklin Vis,active,113990,4,1,3443,33.41220352,-112.30008
1329,647 8th Wl,active,102010,4,1,3694,33.371308,-112.1553335
1330,109 Post Vis,pending,286987,3,2,2594,33.53315544,-112.1805758
1331,122 Indiana Pl,sold,129474,5,3,2481,33.58437218,-112.2993734
1332,365 8th Rd,pending,114280,5,3,2044,33.54752783,-112.0364825
1333,145 Blake Pl,sold,259593,5,2,1358,33.43733488,-112.0484931
1334,586 Indiana Pl,active,275926,5,2,2122,33.42393086,-112.0109619
1335,353 California Ave,active,177462,3,3,3743,33.42374166,-112.0193039
1336,146 8th Blvd,pending,253599,2,3,2444,33.58891836,-112.1898967
1337,533 2nd Trl,sold,147239,2,2,2741,33.38739289,-112.0560764
1338,352 1st Cir,sold,158075,2,1,2364,33.45841896,-112.1359099
1339,90 2nd Way,active,159378,3,2,2608,33.39677794,-111.9901189
1340,561 Geary Vis,active,101714,3,3,2027,33.40457436,-112.222936
1341,260 8th Blvd,sold,242099,4,3,2733,33.39223865,-112.0158683
1342,36 4th Way,pending,238098,2,3,3381,33.38198244,-111.9341903
1343,424 Texas Wl,pending,194377,5,2,2755,33.51858237,-112.0198027
1344,760 4th Dv,active,200293,3,3,3452,33.43361968,-112.3018769
1345,57 7th Ave,pending,140228,3,1,2489,33.552351,-112.1429977
1346,124 9th Wl,active,191388,2,1,3536,33.57814529,-112.1864109
1347,507 Wall Cir,sold,218801,3,2,1604,33.51881418,-112.1507945
1348,168 8th Cir,active,189879,2,3,2530,33.51871866,-112.1205374
1349,654 8th Wl,pending,220520,5,1,1363,33.48031494,-112.1022219
1350,145 9th Pl,pending,221390,4,1,1814,33.48002683,-112.2840074
1351,272 9th Rd,pending,161439,3,2,2278,33.50130518,-112.0709738
1352,458 Texas Pl,sold,115523,2,1,3933,33.39252845,-112.028438
1353,242 9th Pl,sold,231794,4,2,2193,33.43347294,-112.1732236
1354,674 Bush Wl,sold,156582,5,1,2268,33.54395549,-111.9961621
1355,45 Franklin Trl,pending,186504,3,1,3317,33.54927318,-112.1248028
1356,483 Walnut Ave,active,121082,3,2,2968,33.42740117,-111.9350672
1357,42 Page Cir,active,134983,2,2,3570,33.45599614,-112.1689268
1358,504 Mission Blvd,sold,187557,4,2,3783,33.40749325,-112.2922431
1359,173 7th Pl,active,180314,4,1,3509,33.56814451,-112.0000684
1360,25 6th Wl,pending,225545,4,1,3971,33.50784731,-112.2395187
1361,530 Pine Wl,pending,216385,4,1,1224,33.55301466,-112.1027886
1362,31 Indiana Wl,active,134811,4,2,3266,33.556074,-112.2863804
1363,691 Franklin Blvd,pending,200049,2,2,2220,33.46693471,-111.957752
1364,15 2nd Way,pending,232262,3,3,3201,33.40307343,-112.0323462
1365,159 9th Ave,sold,156879,3,1,3750,33.49269931,-112.200514
1366,631 Pine Ave,pending,271175,2,1,1044,33.40457019,-112.3530796
1367,629 2nd Way,sold,256935,2,3,3040,33.45040535,-112.0377308
1368,284 Turk Way,pending,251586,3,3,2105,33.46286028,-112.1304876
1369,55 Texas Cir,active,215796,3,1,1082,33.37140117,-112.1877796
1370,672 3rd St,pending,163111,5,3,2615,33.46552241,-112.1868333
1371,531 Post Vis,pending,189107,5,3,2821,33.36828724,-111.8775315
1372,642 Franklin Blvd,pending,283634,2,2,2210,33.42974822,-111.9479956
1373,470 Blake Pl,sold,270960,3,1,2520,33.59328287,-112.1894325
1374,616 Bush Dv,sold,160619,2,3,1880,33.49999656,-112.0503839
1375,544 Franklin Trl,sold,175021,4,2,3892,33.41182671,-112.229827
1376,122 Mission Ave,sold,276592,4,2,1709,33.41422571,-112.3215678
1377,182 2nd Cir,active,241398,5,3,1673,33.57901317,-111.8990742
1378,463 9th Blvd,pending,184791,4,3,2537,33.4646111,-112.1276972
1379,520 4th Trl,active,196762,5,2,3871,33.37328759,-112.2693307
1380,85 Geary Wl,pending,185383,3,3,2997,33.41308993,-112.3491985
1381,765 5th Vis,active,296671,2,2,1701,33.48973001,-111.9238346
1382,718 Blake Way,sold,113344,2,3,3255,33.42597838,-112.0248864
1383,779 California Rd,active,207807,3,2,1473,33.58294781,-111.8817061
1384,250 9th Trl,pending,173059,3,1,1668,33.45308044,-112.220652
1385,506 1st Wl,sold,282812,4,2,3934,33.54844901,-112.0844966
1386,216 Page Way,pending,102380,2,1,2744,33.47026907,-112.0200306
1387,59 1st Dv,pending,236450,5,3,3910,33.55949214,-112.0001774
1388,157 Walnut Blvd,pending,232936,5,2,3026,33.42598271,-111.8927887
1389,757 8th Blvd,sold,272255,5,2,3870,33.45461381,-111.929992
1390,202 4th Trl,active,169883,2,2,2546,33.58858166,-112.2591843
1391,599 Blake Rd,sold,155198,2,2,3046,33.46948955,-111.911352
1392,362 4th Way,sold,107781,5,1,3825,33.57591525,-112.3584951
1393,399 Geary Blvd,pending,281276,2,3,3278,33.42839833,-112.3042145
1394,743 2nd Pl,sold,139511,3,1,3716,33.59016106,-112.3581166
1395,637 Pine Wl,active,242280,2,3,1209,33.46677046,-112.1919735
1396,716 Wall Vis,pending,109033,4,2,2928,33.52777632,-112.0821754
1397,205 8th Cir,sold,287404,5,1,1965,33.59166223,-112.0115897
1398,680 2nd Wl,active,282163,3,1,3600,33.52758624,-112.3289796
1399,617 Texas Wl,pending,282011,2,1,3580,33.43916718,-112.168808
1400,484 Geary Ave,active,143619,2,1,2069,33.43104118,-112.1298089
1401,636 Geary Pl,active,139685,3,2,2013,33.44484477,-112.194233
1402,271 Pine Rd,active,286276,5,3,1365,33.58357201,-111.8810137
1403,143 Mission Ave,sold,178161,3,2,3140,33.50604016,-112.0868633
1404,509 Mission Ave,active,122303,3,1,2935,33.43852863,-112.2141249
1405,321 Pine Dv,pending,101750,2,3,2636,33.5337674,-111.9445472
1406,566 California St,pending,203269,5,2,1811,33.54156268,-111.8901925
1407,673 Post Rd,sold,218050,5,2,1118,33.56709958,-112.1603683
1408,510 4th Cir,pending,212916,4,3,2242,33.57045607,-112.2999316
1409,232 Post Trl,active,149349,5,3,3481,33.59174396,-112.2203976
1410,148 Pine Wl,active,144890,4,3,1975,33.49059744,-112.1593177
1411,143 5th Cir,pending,270488,3,2,3816,33.38848321,-112.0696175
1412,447 Post Rd,pending,262643,2,1,2069,33.52852354,-112.0791123
1413,369 Mission Vis,active,275542,2,2,1667,33.38658514,-112.2002543
1414,68 Pine Pl,active,168912,5,1,3456,33.43647819,-112.114331
1415,194 Pine Way,pending,289594,3,1,3748,33.40680379,-112.2638849
1416,482 3rd Wl,sold,279448,2,2,3929,33.46857654,-111.9112842
1417,208 5th Cir,active,260943,3,1,2786,33.58589029,-112.0616019
1418,243 7th Wl,pending,117646,5,2,1524,33.40167905,-112.0510501
1419,739 Sutter Blvd,pending,150543,4,2,2048,33.37837283,-112.2262341
1420,66 Bush Ave,active,147759,2,3,1006,33.5291876,-112.3175651
1421,214 Texas Rd,sold,133203,5,2,3763,33.40559513,-112.0029195
1422,373 Pine Wl,active,268746,3,1,3229,33.58904086,-112.0999131
1423,800 3rd Trl,pending,267375,2,2,3797,33.43197367,-112.3063649
1424,428 1st Trl,active,161778,4,3,3608,33.54947475,-112.1144581
1425,630 6th St,sold,197010,5,1,3012,33.37767154,-112.2252337
1426,390 Indiana Trl,active,146820,2,1,2127,33.58412763,-112.1635049
1427,70 5th Rd,sold,285425,4,2,1867,33.53779046,-112.2403301
1428,791 California Wl,pending,242048,4,2,3510,33.51052474,-112.3592032
1429,716 6th Blvd,pending,108063,5,3,2932,33.43889436,-112.1561861
1430,430 6th Way,active,148611,2,2,2332,33.43741064,-111.8903917
1431,782 Turk Vis,sold,128240,3,1,2223,33.37094404,-112.192698
1432,66 4th Ave,active,258428,4,2,2076,33.42987397,-111.9585943
1433,760 Sutter Trl,sold,156388,4,3,1075,33.47035347,-112.0256451
1434,563 Euclid Ave,pending,187175,5,3,1993,33.57269868,-111.9711282
1435,100 Indiana Way,sold,235958,2,1,3843,33.54306993,-111.9754072
1436,10 5th Blvd,sold,207270,4,2,2077,33.50045149,-112.2906939
1437,308 Texas Rd,sold,143115,4,3,3227,33.41020976,-112.2791202
1438,728 4th Rd,sold,277975,4,1,3077,33.45185086,-112.0701804
1439,64 Bush Rd,sold,150246,4,2,3348,33.48569033,-112.296634
1440,405 Wall Rd,sold,154657,3,2,2647,33.46820554,-111.9898984
1441,412 Walnut Cir,active,124505,2,1,2818,33.57597804,-111.9048624
1442,780 Mission Wl,active,150493,2,3,3010,33.51771113,-112.0411569
1443,44 Texas Trl,active,297655,3,1,2713,33.48558252,-112.0343152
1444,90 Sutter Way,active,194983,5,3,3493,33.4910387,-112.3524636
1445,195 California Rd,sold,196375,5,3,3695,33.43007311,-112.2404522
1446,704 4th Way,active,127174,4,3,2465,33.46402055,-112.168898
1447,598 Texas Wl,active,164551,4,3,1617,33.40520837,-112.03831
1448,461 8th Way,sold,226672,5,1,1746,33.41672836,-112.1572792
1449,707 Blake Ave,pending,179990,4,2,2672,33.40128787,-112.0629236
1450,626 5th Wl,sold,110778,4,1,3963,33.47815074,-112.0493718
1451,260 Texas Blvd,pending,237101,3,3,1788,33.40385184,-112.250456
1452,179 Mission Dv,sold,293689,3,3,1514,33.45661308,-112.1235804
1453,78 Indiana Rd,active,119115,2,2,3357,33.42017607,-112.0506001
1454,247 Sutter Pl,pending,154029,3,1,3767,33.45880802,-112.1601892
1455,389 Pine St,sold,129917,5,3,2027,33.39207669,-111.9002691
1456,428 Walnut Cir,sold,177928,5,1,1053,33.46277551,-112.0376191
1457,302 1st Way,pending,295405,3,3,1449,33.36566295,-112.3516624
1458,638 9th Pl,sold,104771,3,3,2428,33.40790508,-111.9279843
1459,429 Mission Cir,active,275562,2,3,2336,33.54114133,-111.9048278
1460,294 4th St,active,236540,2,3,2287,33.47184197,-111.9703745
1461,547 2nd St,pending,192973,3,3,3486,33.5817923,-112.167094
1462,727 Sutter Vis,pending,258435,4,1,1185,33.36960525,-111.88837
1463,629 5th Vis,pending,221936,5,2,1066,33.56575472,-111.904465
1464,350 Walnut Vis,active,235642,2,1,1398,33.40665499,-112.2895509
1465,667 Euclid Ave,pending,145098,5,3,3226,33.41442823,-112.2832222
1466,95 Turk Vis,pending,109058,3,3,3993,33.59160214,-111.9762936
1467,645 3rd Blvd,active,289841,4,2,2496,33.38678339,-112.2493609
1468,262 Walnut Way,pending,291609,3,2,1560,33.49982387,-112.235092
1469,645 9th Ave,active,247965,4,2,3998,33.59075399,-112.2769954
1470,243 9th Wl,active,150876,5,1,1293,33.46404617,-111.8738491
1471,540 Wall Pl,sold,115481,3,1,2568,33.48646831,-112.095415
1472,133 Geary Blvd,active,203495,3,2,3283,33.55845921,-112.2153267
1473,451 Mission Way,sold,206085,3,2,3502,33.5695606,-112.1707172
1474,456 Indiana Ave,active,156420,2,3,1036,33.54017714,-112.2453392
1475,563 Texas Trl,pending,103258,3,3,1270,33.57581221,-112.1089032
1476,572 Bush St,active,236476,5,1,3574,33.55365987,-112.0348467
1477,405 Indiana St,active,102517,5,1,3943,33.49865477,-111.8988535
1478,605 Franklin Ave,sold,241211,4,3,1098,33.55207995,-111.9537345
1479,244 6th Vis,active,239659,5,3,2893,33.4655504,-112.0539397
1480,524 Walnut Cir,active,185534,5,1,1802,33.4460598,-112.1828198
1481,187 1st Vis,sold,102675,3,3,3904,33.40164603,-112.1553401
1482,161 Indiana Trl,active,125510,5,2,2238,33.56548822,-112.0207712
1483,172 4th St,pending,208244,5,2,2880,33.42709067,-111.9794707
1484,713 Page Cir,pending,217892,4,3,2335,33.53887088,-112.1340769
1485,355 Wall Pl,pending,273975,4,2,1546,33.40021235,-112.3203856
1486,698 Turk Trl,pending,293192,3,1,1667,33.40890568,-112.2655868
1487,450 2nd Dv,active,208980,4,2,1478,33.57591356,-112.0411273
1488,449 9th Dv,sold,186331,5,2,1663,33.555366,-112.0186541
1489,78 9th Pl,pending,128821,2,3,2743,33.42493586,-112.0833721
1490,62 2nd Wl,sold,138301,4,2,2083,33.48667332,-112.3248019
1491,420 Bush Trl,pending,232305,5,1,2497,33.36821622,-112.0412092
1492,535 7th St,sold,224640,2,3,2728,33.36144683,-112.0688026
1493,296 8th Way,sold,176680,2,2,3640,33.59112947,-112.2165836
1494,128 9th St,pending,111240,5,1,2828,33.43261009,-112.006371
1495,799 5th Blvd,pending,157285,4,2,2479,33.55098997,-112.0242906
1496,398 Walnut Wl,sold,252197,5,1,3766,33.42837678,-112.0978027
1497,445 1st Way,pending,255881,3,3,1713,33.51321616,-112.1711859
1498,216 3rd Pl,sold,124182,5,3,3231,33.38013935,-112.2110556
1499,736 5th Way,pending,271921,2,3,1099,33.4479157,-111.9279791
1500,313 Euclid Vis,pending,245379,5,1,2054,33.39706601,-112.3129454
1501,162 Indiana Ave,sold,251532,5,3,1807,33.39597375,-112.284135
1502,359 Walnut St,sold,144514,3,1,1775,33.41314023,-112.1372368
1503,517 9th Ave,active,140570,5,1,2673,33.4291603,-112.2307848
1504,245 Turk Rd,sold,252520,3,3,3916,33.43643828,-111.9920326
1505,234 Turk Pl,pending,105130,5,1,1012,33.54180297,-112.3289863
1506,634 8th St,pending,278043,2,1,2859,33.50755436,-111.9756988
1507,28 Post St,pending,281818,2,2,3107,33.47694041,-112.0750044
1508,42 Indiana Way,active,183888,3,2,2321,33.46635848,-112.3155488
1509,356 Walnut Wl,sold,156077,4,1,2782,33.39610539,-112.2983497
1510,624 Texas Trl,sold,244912,3,2,3100,33.4821155,-112.194297
1511,305 4th Pl,sold,232661,4,1,1372,33.38449621,-112.1053996
1512,613 4th St,pending,274667,3,2,1902,33.53804587,-112.1486559
1513,448 Mission St,pending,284498,2,2,1675,33.5046982,-112.2517079
1514,55 Franklin Blvd,pending,192107,5,2,3385,33.40514283,-112.3162008
